CloseTime,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume,QuoteVolume
1674824400,2983297,2988572,2977770,2980663,18.23652664,54409448.04444207
1674825300,2981914,2985399,2980446,2985399,2.7791813,8290093.60034536
1674826200,2984989,2984989,2972000,2979379,13.89638637,41398650.95409759
1674827100,2979568,2992121,2975004,2981914,42.4623099,126715368.46234162
1674828000,2981921,2982099,2968284,2973676,20.38671071,60603370.85566857
1674828900,2974818,2979791,2971524,2978710,9.02538367,26862003.77904644
1674829800,2979530,2979550,2972000,2975923,13.86663922,41253571.1745087
1674830700,2975662,2985000,2974141,2981796,18.14652228,54086080.18028533
1674831600,2981797,2994020,2981710,2985670,21.50007653,64256338.97517428
1674832500,2985670,2999781,2984237,2999570,28.74249708,86062315.31931314
1674833400,2999553,3003466,2993620,3000247,33.5706611,100664841.44908129
1674834300,2999484,3005796,2994800,3003216,23.45259473,70362902.84173025
1674835200,3003213,3009202,2982000,2983250,29.11764139,87182478.85455617
1674836100,2982369,2990701,2981001,2989722,11.15778786,33335640.13944864
1674837000,2989722,3004531,2988977,3000167,24.8885755,74649424.86586699
1674837900,3000167,3005562,2997840,3004107,12.80601972,38448365.01451107
1674838800,3003377,3006611,3000193,3005518,11.08335389,33293756.9663639
1674839700,3006508,3008073,3000000,3005892,17.57433608,52818020.63864903
1674840600,3005892,3011897,3004758,3005743,27.41904582,82492442.43552534
1674841500,3005743,3009497,2999764,3005956,8.78058059,26366673.46514951
1674842400,3005951,3020000,3005411,3015990,24.0246384,72434145.83305632
1674843300,3015332,3020000,3008980,3011736,12.20099669,36741913.69175586
1674844200,3009893,3009893,3001425,3009320,11.01727485,33109530.20471541
1674845100,3009320,3013444,3005940,3012501,3.6968685,11125165.17847592
1674846000,3012501,3015015,3009126,3012385,3.427274,10321220.468506
1674846900,3012381,3012450,3010000,3010000,0.47265981,1422953.21010761
1674847800,3010000,3012424,3009554,3010000,4.22453491,12720396.8542944
1674848700,3010000,3016143,3010000,3014240,6.3434332,19120400.7861988
1674849600,3012717,3027132,3012717,3019982,23.74384352,71718607.21706352
1674850500,3020009,3054000,3020009,3022346,88.01678259,267430601.66584733
1674851400,3022836,3035431,3018761,3030890,33.1170007,100269259.4866872
1674852300,3030890,3031076,3020248,3020419,6.5825684,19913221.51782928
1674853200,3020407,3021555,2991467,3001285,48.99892102,147195935.80901498
1674854100,3001418,3007620,2995767,3006036,18.42425742,55296071.23916267
1674855000,3006134,3006194,3002719,3005740,5.04768623,15167199.33427075
1674855900,3005591,3011726,3005591,3010000,3.34082142,10057374.68496595
1674856800,3010000,3010000,2994443,2998223,13.78949153,41375409.18343093
1674857700,2998223,2999863,2983637,2990510,12.33445972,36899236.78338217
1674858600,2991048,2997847,2991048,2997303,7.7048865,23073858.51454671
1674859500,2997764,2999630,2989391,2992001,9.49094846,28428148.52672739
1674860400,2990503,2993453,2985310,2989441,6.77116145,20241124.27731055
1674861300,2989702,2996945,2989702,2993966,3.18547155,9539790.21197474
1674862200,2993966,2998071,2993966,2997649,2.0539,6154790.938
1674863100,2997603,2998672,2996301,2997262,1.47702947,4428068.71956657
1674864000,2997262,2997558,2994030,2996919,3.67613001,11013122.54402321
1674864900,2995822,3000916,2995499,2996565,5.09148992,15264394.19736574
1674865800,2996894,3003888,2996565,3003888,6.380544,19147786.74011
1674866700,3004382,3010000,3001128,3009835,13.13927262,39489567.0544646
1674867600,3009835,3010558,3007200,3007236,9.02589699,27149131.97724981
1674868500,3008914,3009791,3003146,3003366,3.05439468,9183725.81091395
1674869400,3003290,3005416,2999722,3000645,6.58499063,19767757.53296124
1674870300,3000174,3005158,2999085,3005158,3.06942754,9215246.02555366
1674871200,3005158,3005158,3001000,3001946,4.71814597,14167149.79977755
1674872100,3001914,3002463,2999666,3000240,2.57231726,7717888.02671038
1674873000,3000248,3001076,2999000,2999874,3.1164992,9349230.54841543
1674873900,2999874,3003882,2999874,3003643,8.01844576,24070904.37169559
1674874800,3003999,3004003,2999384,2999384,1.52211198,4569928.8161067
1674875700,3000785,3001500,2999700,2999700,1.965129,5896819.270415
1674876600,2999700,3001505,2999700,3000114,1.27773703,3833918.53331471
1674877500,3000715,3003445,3000115,3003445,1.98113347,5946145.50944085
1674878400,3003500,3007206,3003500,3004455,8.31790197,24998089.68783117
1674879300,3004355,3006222,3003474,3006222,5.3267331,16004182.63296798
1674880200,3007000,3007000,3003000,3004200,4.49030548,13491786.04596584
1674881100,3004200,3004200,3002524,3003871,1.13660862,3413487.14797162
1674882000,3003895,3003895,3001003,3002435,4.6220051,13874143.92276811
1674882900,3002435,3003586,2998721,3001415,5.66534734,17000586.0887474
1674883800,3001167,3001415,2994574,2999013,11.7296037,35150908.30375777
1674884700,2999011,2999011,2995906,2998003,1.88551211,5651802.25312637
1674885600,2998003,2999953,2998000,2999953,1.76110224,5281016.92497341
1674886500,2998406,3001762,2998406,2999005,0.76989914,2309676.41965108
1674887400,2998800,2998821,2994000,2995471,8.74575343,26206646.27032533
1674888300,2995083,2997311,2994132,2995442,1.00576878,3013204.94326388
1674889200,2995442,2997502,2990707,2995269,12.32356118,36908925.94916582
1674890100,2996897,2996999,2990104,2993445,8.40303088,25158338.90731336
1674891000,2993416,2993416,2985870,2987516,21.3312431,63747497.17666533
1674891900,2987516,2991177,2985310,2991046,9.05666809,27066598.94928334
1674892800,2991043,2992098,2988635,2990215,4.76986567,14263310.44704719
1674893700,2990218,2992858,2989003,2989818,9.82694693,29384835.14680343
1674894600,2989000,2990356,2983620,2987785,21.55900416,64378254.32677906
1674895500,2987785,2992506,2987084,2990006,1.55968473,4662948.98874403
1674896400,2990006,2994067,2988099,2989249,4.58016161,13702838.59136207
1674897300,2989249,2992000,2986997,2988227,6.94521729,20760100.76083569
1674898200,2988224,2991413,2982230,2990000,21.22689527,63413276.69123166
1674899100,2989997,2993297,2989008,2993297,3.68018779,11008083.04464477
1674900000,2993075,2994451,2991266,2991404,4.13036221,12361993.30315333
1674900900,2991403,2993907,2991147,2993000,3.62717222,10855045.57366994
1674901800,2993000,2993000,2987500,2992016,13.42866558,40145690.08870455
1674902700,2992016,2993321,2990652,2991118,1.3379632,4003126.67494541
1674903600,2992817,2992817,2989218,2989263,1.10721789,3311648.18011031
1674904500,2990217,2990850,2986500,2986697,2.39262701,7150318.60319664
1674905400,2986443,2989783,2985784,2988086,3.76667022,11254143.51425498
1674906300,2988958,2990105,2986000,2989920,7.65353798,22873012.70305204
1674907200,2989941,2991207,2988783,2989522,0.43045438,1286853.76563456
1674908100,2989522,2989522,2986598,2987277,3.67304579,10973817.79609982
1674909000,2987296,2988992,2981404,2986568,9.87762806,29486897.92040022
1674909900,2986222,2987809,2981000,2986095,7.99082233,23851825.82312847
1674910800,2986095,2987850,2984507,2985816,4.67113823,13948647.43078442
1674911700,2985816,2986396,2979000,2982977,10.39353535,30990297.34554711
1674912600,2982977,2982977,2977900,2981773,5.38429091,16045955.16406665
1674913500,2980171,2985321,2980171,2985138,12.09100371,36072877.61100057
1674914400,2984409,2988621,2984406,2988175,4.32521782,12914124.36148355
1674915300,2988337,2988699,2984724,2985001,5.86768495,17520390.88840898
1674916200,2985193,2988598,2985001,2988524,1.54344025,4610218.6976702
1674917100,2988525,2989008,2987920,2989008,3.5467095,10599298.43966158
1674918000,2988000,2988055,2985000,2985000,4.73270878,14134150.28445305
1674918900,2985000,2996000,2984214,2995580,16.29656027,48714328.90845442
1674919800,2995580,2995580,2990383,2991067,8.27046503,24753346.7914925
1674920700,2991777,2995295,2989987,2993806,2.12367236,6355176.90960979
1674921600,2993815,2994910,2991669,2991920,4.25354853,12730158.66103978
1674922500,2991920,2992947,2991920,2992947,0.45493,1361431.0132
1674923400,2992947,2995174,2992947,2994964,2.12925676,6376442.44023839
1674924300,2993744,2994967,2993155,2994166,1.4159061,4240191.5587957
1674925200,2994166,2994531,2992094,2994353,2.6796691,8019564.7238286
1674926100,2994366,2994366,2990988,2992880,3.95951673,11847027.89001951
1674927000,2991491,2991607,2989022,2991336,3.16015216,9448486.66766408
1674927900,2991662,2992160,2988465,2990284,0.61994944,1853374.6487482
1674928800,2990000,2993037,2989381,2992843,1.76557366,5280996.73119008
1674929700,2992843,2993095,2991422,2992260,0.09268539,277347.61636679
1674930600,2991000,2991003,2991000,2991000,1.03319999,3090301.24008999
1674931500,2990258,2990258,2989544,2989932,0.07369,220325.6208
1674932400,2988866,2989885,2988866,2989885,0.38100126,1138973.7772551
1674933300,2989932,2993678,2989932,2993346,1.89812507,5679550.72466434
1674934200,2993699,2994462,2992571,2994279,0.94380499,2825482.16297985
1674935100,2993758,2994894,2993586,2993708,0.63234973,1893210.06424992
1674936000,2993712,2995479,2993712,2995146,0.469142,1405097.23846
1674936900,2995146,2995419,2994324,2995419,0.2656,795436.4136
1674937800,2995411,2995411,2990737,2991785,3.2284956,9660243.36662141
1674938700,2990737,2991835,2986541,2989265,8.43339271,25202244.95395224
1674939600,2989265,2990258,2985966,2987644,0.77245153,2308341.85567795
1674940500,2987645,2990919,2984045,2989970,2.25011584,6723155.62501531
1674941400,2989970,2990143,2989001,2989004,0.24868168,743474.27438624
1674942300,2989001,2991447,2989000,2991286,0.9416051,2815187.7949765
1674943200,2989991,2990578,2989991,2990001,0.3069196,917701.06114456
1674944100,2989280,2991300,2988040,2991300,0.97237002,2906896.69261824
1674945000,2991233,2991300,2988000,2988743,0.6042813,1806730.53348033
1674945900,2988757,2990272,2988094,2990272,0.36397223,1087920.22954372
1674946800,2990272,2991269,2988500,2988500,0.34121697,1020393.41362542
1674947700,2988494,2988494,2985564,2987001,1.7487589,5223512.6580462
1674948600,2987001,2988957,2987001,2988592,1.12324022,3356717.4765755
1674949500,2988593,2989912,2988592,2989740,0.6424,1920389.1122
1674950400,2990000,2992910,2988860,2992830,4.14933349,12410835.50199906
1674951300,2991707,2994530,2990000,2991263,1.93749758,5797827.85762882
1674952200,2991263,2991263,2987331,2988807,2.13505764,6380548.43501847
1674953100,2988807,3008146,2988804,3002452,55.7575021,167225013.7902273
1674954000,3003196,3005847,3001433,3004136,7.65821306,23003819.33102122
1674954900,3004137,3015000,3004023,3011000,49.99741179,150482849.5124239
1674955800,3011947,3050000,3010500,3035607,123.44381051,374813195.7262795
1674956700,3036808,3044804,3028220,3031000,35.71459446,108433495.1668944
1674957600,3030319,3034545,3014071,3019402,29.42757915,88970803.29649444
1674958500,3017380,3023059,2995000,3004142,35.53685839,106889165.87755796
1674959400,3003614,3011563,3003614,3008997,14.73332379,44319167.57558716
1674960300,3008003,3011000,3005323,3008605,5.35909012,16122349.24177098
1674961200,3009882,3010502,2998192,3006507,14.43678041,43347519.52224896
1674962100,3006524,3008251,3004296,3004704,6.87451609,20663246.32822841
1674963000,3003876,3007500,3002900,3007254,5.51230726,16564034.91755361
1674963900,3007254,3010000,3005862,3008770,3.68106936,11074451.74337525
1674964800,3009997,3014819,3009363,3014000,4.34586816,13087183.37288955
1674965700,3014000,3015015,3012511,3013000,4.24279985,12788368.28265301
1674966600,3012220,3013501,3009253,3011402,7.00099644,21075827.35490622
1674967500,3011522,3015999,3010974,3015999,2.85487678,8604055.31786681
1674968400,3016000,3018994,3014942,3018003,5.64398194,17034166.49645035
1674969300,3018991,3018994,3012912,3015325,6.5057426,19626220.32259275
1674970200,3015385,3015945,3012500,3015613,3.95613321,11926183.63228896
1674971100,3015613,3019499,3014222,3017666,6.83368958,20624882.64113684
1674972000,3017674,3020000,3017017,3019989,5.85153253,17661859.31981102
1674972900,3018989,3021707,3017646,3018966,5.76487296,17409969.70201804
1674973800,3017777,3019491,3017417,3018526,3.47832642,10498467.94837837
1674974700,3018526,3019401,3016476,3017662,2.75885586,8324768.61910976
1674975600,3017990,3018626,3014263,3015915,4.69346423,14156070.59072927
1674976500,3016089,3016996,3014845,3016499,1.09232449,3294547.4032101
1674977400,3016499,3016499,3013856,3013856,3.30756417,9972959.26007125
1674978300,3014936,3015549,3012381,3015302,4.56844133,13768156.37721731
1674979200,3015302,3015866,3013771,3015330,4.90851268,14798760.03568878
1674980100,3015330,3017682,3014626,3016999,4.50768791,13595920.78715714
1674981000,3017000,3017000,3012330,3012330,3.22926152,9736465.82864665
1674981900,3012129,3013406,3010974,3012500,9.31439409,28054895.64489449
1674982800,3012528,3014063,3010501,3012068,5.2549057,15828629.78373149
1674983700,3012542,3014833,3010955,3014833,10.69182676,32209952.61197242
1674984600,3014954,3022994,3014688,3022387,17.27901556,52172620.70747877
1674985500,3022386,3036275,3019253,3033000,41.45472388,125609710.70901749
1674986400,3032997,3033967,3022527,3026003,20.83111725,63047348.40101896
1674987300,3026021,3046612,3026021,3038895,50.34770676,153094269.7252155
1674988200,3038895,3050000,3038167,3041665,63.01170737,191886874.44761983
1674989100,3041700,3047179,3035005,3042717,33.37991741,101584955.57067558
1674990000,3041824,3046628,3040000,3046020,11.13079802,33864719.16964762
1674990900,3046112,3064667,3024408,3044271,98.68424624,300234412.5305181
1674991800,3042057,3044999,3038202,3040384,16.68060521,50725317.92655455
1674992700,3040384,3043000,3037504,3038635,8.97670627,27285165.50043814
1674993600,3038635,3044993,3038632,3044908,7.98515306,24285468.33949457
1674994500,3044908,3045804,3040149,3042093,8.80049731,26786903.60514125
1674995400,3040052,3042417,3035543,3039778,10.14150865,30813658.22548578
1674996300,3039990,3043920,3036649,3043920,15.26219182,46379623.70569293
1674997200,3043924,3056297,3043700,3050000,46.16332427,140792520.51283878
1674998100,3051273,3069495,3048001,3059999,55.03564512,168360165.6564653
1674999000,3059998,3067250,3059000,3065476,31.26202662,95798661.30128378
1674999900,3066000,3067182,3058000,3061352,20.16449447,61715673.64719599
1675000800,3061753,3064494,3057235,3058124,19.36710169,59257947.49845638
1675001700,3058500,3065000,3056190,3059999,16.91508696,51773658.62217725
1675002600,3059999,3060410,3043804,3052982,25.48437069,77767666.82301308
1675003500,3052985,3057495,3049922,3056098,15.15653295,46281082.93030628
1675004400,3056000,3059635,3052141,3059280,7.24094092,22132841.42247433
1675005300,3059290,3059499,3053313,3053313,8.80157958,26893889.05201444
1675006200,3053318,3054738,3051000,3054147,7.9143433,24164322.7080106
1675007100,3054874,3058679,3054841,3058679,4.1780468,12772127.81107294
1675008000,3057886,3059218,3056820,3058270,3.01990266,9236333.60799891
1675008900,3058270,3062046,3051897,3056144,6.87561666,21012919.28022409
1675009800,3057451,3062110,3057451,3059718,7.08466091,21679490.34232715
1675010700,3059718,3060278,3050050,3060278,11.21999545,34265405.53136168
1675011600,3060273,3069500,3059627,3063790,28.91551323,88636789.99614905
1675012500,3065534,3067099,3060224,3066740,10.23057872,31341912.69523925
1675013400,3066740,3070028,3064715,3067377,14.79702698,45408169.24479857
1675014300,3066489,3067492,3063634,3066485,5.62497386,17240784.12819596
1675015200,3067000,3068749,3063414,3064840,2.45488428,7526131.41773071
1675016100,3064554,3064554,3058760,3061986,5.65277211,17307510.7010305
1675017000,3061986,3067243,3061986,3067243,2.35520799,7217507.16050441
1675017900,3067243,3084000,3062370,3078059,59.55873123,183093808.1594212
1675018800,3077223,3081343,3074636,3075860,13.74997441,42317507.08417986
1675019700,3075825,3086599,3075825,3086599,12.94322443,39904192.17022672
1675020600,3085763,3099442,3078934,3096022,49.51123919,152962199.06983882
1675021500,3097167,3105200,3091703,3105199,72.79446301,225699069.15994585
1675022400,3105191,3108565,3100000,3102240,17.70132725,54927212.61256079
1675023300,3102240,3104489,3079516,3088986,37.26482879,115176426.19495788
1675024200,3089404,3094710,3083898,3091160,12.24868026,37835717.88151405
1675025100,3091160,3093820,3089764,3090824,5.64215784,17441549.42846518
1675026000,3090824,3090824,3067897,3077220,21.19773404,65302045.79272191
1675026900,3077314,3081929,3070747,3080306,16.68616606,51336553.69556535
1675027800,3080306,3085928,3079663,3085928,12.90313533,39767383.96202431
1675028700,3086251,3092000,3085928,3092000,11.74004892,36267989.46687478
1675029600,3091134,3093808,3088615,3091050,8.90468325,27526976.14628571
1675030500,3091050,3093493,3083903,3092834,17.78263151,54926445.42834468
1675031400,3091511,3092834,3089300,3091102,9.19118099,28404981.54413102
1675032300,3089368,3090469,3085728,3088000,6.69530012,20676858.74251291
1675033200,3087997,3088000,3082370,3087612,8.19598634,25287115.62022407
1675034100,3087763,3101090,3087520,3099997,24.70341207,76478485.78869924
1675035000,3099997,3101608,3086355,3086355,26.91986523,83350544.34620012
1675035900,3086237,3090330,3083207,3084886,17.49313556,53995220.04912784
1675036800,3084887,3090352,3084887,3087106,9.44675865,29166778.92354204
1675037700,3087106,3095237,3084000,3093162,18.52370694,57234817.86818538
1675038600,3093798,3094913,3084125,3084913,17.50789358,54047258.11504992
1675039500,3085450,3091787,3085166,3089046,6.46096487,19955232.4316216
1675040400,3089155,3093701,3087241,3092000,9.56305155,29555366.97055807
1675041300,3093296,3093297,3086211,3087336,11.44405454,35353406.6600849
1675042200,3087182,3087904,3077526,3084760,35.04504359,108013758.34004334
1675043100,3084760,3086353,3082000,3085211,6.97355714,21508251.24348422
1675044000,3085211,3085910,3083341,3085832,4.58451362,14144267.85189716
1675044900,3085832,3086632,3073502,3073506,20.26307696,62373852.37498169
1675045800,3073224,3081241,3072793,3079124,8.97933148,27623476.74921089
1675046700,3079124,3081253,3075644,3077556,5.54899934,17080645.39790281
1675047600,3077051,3081050,3074860,3080000,10.43006267,32103993.55900758
1675048500,3080535,3082487,3077919,3082000,4.29152444,13217768.41525981
1675049400,3082004,3083741,3080561,3081703,6.38822085,19690295.72036117
1675050300,3081703,3084000,3080561,3083997,1.79184548,5522293.65290549
1675051200,3083996,3084549,3082292,3084425,2.92209998,9011875.41559905
1675052100,3084425,3085368,3072793,3073242,46.22005092,142281293.79432696
1675053000,3073626,3080789,3072569,3079024,13.93567356,42895991.49570776
1675053900,3078001,3080900,3075126,3076747,3.45936165,10649418.29501633
1675054800,3075179,3077804,3073626,3076014,11.65842889,35861978.0721443
1675055700,3076546,3076668,3070749,3070749,16.26073515,49958655.16320418
1675056600,3070663,3075000,3070520,3073468,8.36949509,25718003.26802089
1675057500,3074741,3079403,3072052,3079162,12.48229865,38390985.7628419
1675058400,3079162,3080809,3076625,3079188,5.75120942,17708423.19935119
1675059300,3079354,3080790,3077558,3080461,3.69350904,11374761.94502731
1675060200,3080461,3080581,3076150,3076573,5.68181776,17493057.33034282
1675061100,3076574,3077770,3070677,3074448,7.65269926,23524341.90699762
1675062000,3074451,3076263,3074448,3075708,3.32701575,10231478.40706218
1675062900,3075704,3075704,3069278,3069278,8.5644042,26303354.85837045
1675063800,3069143,3071324,3063697,3065293,20.93424397,64210081.01154665
1675064700,3065293,3070259,3065005,3069015,12.17965963,37371028.54301857
1675065600,3069046,3071582,3067000,3069113,11.22257695,34450120.52758672
1675066500,3069113,3078943,3069113,3078943,11.18943185,34404265.83531412
1675067400,3079000,3079000,3064458,3065777,18.9434879,58186536.13137995
1675068300,3065777,3071523,3059076,3068480,30.4113676,93194064.36003786
1675069200,3068480,3071922,3065722,3068144,14.0727671,43203560.16493904
1675070100,3068193,3068193,3034550,3035592,105.88757214,322775823.4494311
1675071000,3035000,3042407,3026347,3031438,78.46249967,238012389.6180857
1675071900,3031437,3036704,3010501,3019131,71.8963467,217258846.33792016
1675072800,3018195,3021956,3014064,3019845,36.4323069,109949899.72725683
1675073700,3019216,3026618,3009646,3025538,29.68702791,89596207.09830803
1675074600,3026914,3033413,3025000,3032045,24.00457095,72716621.834263
1675075500,3032042,3034070,3028109,3030694,11.92310782,36135680.15287065
1675076400,3030694,3031361,3019876,3024849,19.89851399,60191696.4132181
1675077300,3025476,3032777,3024039,3030096,5.93460864,17977759.42724984
1675078200,3030096,3032106,3027137,3031552,6.46409519,19582174.22000299
1675079100,3031631,3032000,3005100,3023707,59.13120173,178505747.12976307
1675080000,3023733,3024997,3005591,3010691,66.74692244,201203042.30392623
1675080900,3010571,3018079,3000000,3016627,56.64281822,170500889.70081574
1675081800,3016629,3016718,3008376,3013012,12.93706711,38981334.81449528
1675082700,3014000,3015555,2998000,3002341,53.8480041,161704990.0661759
1675083600,3002341,3008556,3001962,3008000,10.20702024,30676151.95462646
1675084500,3008000,3013415,3003387,3013415,9.17052622,27583723.91819111
1675085400,3013415,3016697,3010500,3016361,10.94398227,32976800.60319083
1675086300,3016361,3016367,3008398,3012255,5.79025873,17440221.07985259
1675087200,3012259,3012420,3005928,3006232,11.62244721,34956789.75461012
1675088100,3006232,3022126,3005499,3022126,22.46778923,67723548.22297598
1675089000,3021003,3026708,3018534,3022551,18.54399489,56056827.14756827
1675089900,3022552,3026477,3016246,3026081,21.76698339,65788625.24373551
1675090800,3026081,3039500,3025948,3039500,49.36312849,149779306.52836794
1675091700,3039500,3040029,3029325,3030249,21.19056268,64348185.96871061
1675092600,3030249,3031450,3021671,3022530,8.98385859,27203743.71374005
1675093500,3024372,3026502,3010000,3015000,15.30227376,46124525.62529525
1675094400,3014945,3025106,3010008,3025106,11.29498298,34082713.25701542
1675095300,3025106,3034935,3021117,3031619,12.80535617,38771497.83058471
1675096200,3030005,3032833,3022376,3026884,7.07724675,21426163.26507406
1675097100,3026869,3030476,3023333,3023333,4.93701913,14945449.73047657
1675098000,3023198,3025510,3017603,3023935,11.74408405,35491511.38978801
1675098900,3024615,3028343,3023750,3028343,10.48380333,31724593.97022482
1675099800,3028365,3031964,3021191,3022552,23.18346017,70185731.44070986
1675100700,3022566,3025974,3020524,3025344,5.21039081,15752845.01381125
1675101600,3025086,3025086,3015155,3018190,7.53983256,22765311.96047608
1675102500,3017730,3022970,3013792,3021268,4.02225272,12135391.14575634
1675103400,3021013,3025689,3019052,3020010,9.19607125,27796116.28015682
1675104300,3020014,3020999,3014778,3017274,3.69102761,11139591.70602276
1675105200,3017562,3022430,3015872,3021586,9.00138219,27179996.46357972
1675106100,3021582,3021582,2977000,2981300,32.88564049,98168791.03082415
1675107000,2983607,2987730,2975366,2980228,34.78596498,103735037.3528311
1675107900,2980000,2983650,2965887,2969537,43.05466662,127989780.31836504
1675108800,2969537,2979758,2966652,2979753,24.73833818,73546287.26343675
1675109700,2979248,2980883,2973134,2975112,14.56782116,43373430.63130403
1675110600,2975105,2975105,2950555,2962824,57.53152451,170358433.2367883
1675111500,2963907,2969321,2961054,2969318,23.33181222,69193114.60128441
1675112400,2969318,2970054,2961808,2965945,22.29081663,66084514.20031406
1675113300,2966007,2977329,2963848,2974673,23.41337387,69581614.76151218
1675114200,2974673,2976548,2970950,2975630,13.61543272,40496505.58056856
1675115100,2975630,2978995,2971273,2972000,16.00381086,47599757.19610938
1675116000,2971325,2973417,2964005,2973409,8.04686165,23898358.45799899
1675116900,2973409,2973409,2968593,2970504,7.51215571,22311899.59185807
1675117800,2970504,2974684,2964000,2967611,14.42023694,42815985.22969707
1675118700,2967728,2967853,2940000,2964591,62.18240859,183730166.9668845
1675119600,2964606,2968539,2960362,2966000,22.71745266,67354331.31546757
1675120500,2966919,2971035,2964085,2970000,9.4988255,28191820.39952495
1675121400,2969118,2977000,2968239,2975874,16.35527412,48634191.30366369
1675122300,2976275,2979977,2974581,2979000,19.78685053,58915846.33415171
1675123200,2979000,2985800,2976480,2985000,16.64826652,49636951.99267876
1675124100,2984815,2985555,2976200,2976200,20.05839759,59795585.77362561
1675125000,2976201,2981777,2975965,2977099,5.88712116,17539948.0680419
1675125900,2976003,2977096,2968808,2973308,29.13150244,86572002.64883345
1675126800,2973160,2986666,2973035,2981947,27.43023124,81796081.15454587
