CloseTime,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume,QuoteVolume
1678938600,3237112,3237707,3230115,3234484,2.29982277,7441038.09858212
1678938900,3234024,3236173,3233326,3235146,2.39166014,7736443.65372134
1678939200,3235000,3237430,3232746,3234941,0.68747657,2224581.63239989
1678939500,3235806,3238039,3231054,3231057,1.49531752,4839388.79595924
1678939800,3231057,3237973,3231054,3237375,2.24645317,7265798.35544438
1678940100,3237375,3239223,3233164,3238014,6.50944154,21071862.67104344
1678940400,3238013,3238572,3234486,3235776,11.41983942,36958080.33521808
1678940700,3236173,3236773,3234155,3235640,5.22803939,16912986.05650592
1678941000,3235703,3241163,3235703,3239828,5.28941481,17136833.75041398
1678941300,3239827,3240050,3233700,3234008,6.50259469,21049816.54322006
1678941600,3234050,3234353,3224239,3229893,39.45025043,127418962.17785332
1678941900,3229923,3230227,3223362,3225635,12.482635,40262617.72345595
1678942200,3225460,3232385,3223210,3230885,18.14902265,58597574.98078952
1678942500,3230885,3232079,3228751,3230185,11.40483655,36838261.78216083
1678942800,3230200,3240511,3229400,3237401,12.49419683,40432351.03430122
1678943100,3237641,3239376,3236270,3238054,5.46368358,17693022.71323623
1678943400,3238216,3238216,3231706,3235278,5.36658925,17365553.91182537
1678943700,3235880,3237535,3234495,3237535,2.37649368,7691366.34982275
1678944000,3237751,3242057,3237751,3241828,8.88237997,28782484.16386575
1678944300,3241828,3255000,3241689,3254494,27.38442064,88924556.19012342
1678944600,3253236,3267141,3252588,3256213,33.21701139,108281327.43229169
1678944900,3256558,3266734,3254984,3261202,8.56971359,27949045.60576402
1678945200,3261202,3262106,3257089,3260456,7.25178081,23640556.30688209
1678945500,3258785,3260000,3254666,3254666,3.25257743,10590628.27060883
1678945800,3254699,3258553,3252870,3256673,2.0241,6590804.9706338
1678946100,3256425,3256617,3253844,3256449,2.35702739,7672885.39053998
1678946400,3256014,3256835,3247647,3249033,4.62085334,15027395.00031374
1678946700,3248436,3262000,3247573,3262000,9.46020517,30789519.53245048
1678947000,3262888,3266715,3259252,3264526,10.93555217,35678953.35434367
1678947300,3264884,3271337,3259666,3265185,12.19753413,39834368.13235036
1678947600,3265525,3269360,3259859,3262451,6.94752035,22669419.89320634
1678947900,3262397,3267092,3259507,3264658,10.17265235,33194130.03461107
1678948200,3264658,3273267,3264200,3265225,16.2678957,53181595.40291654
1678948500,3265521,3269000,3265521,3269000,6.97640275,22792553.16667303
1678948800,3268100,3274457,3265302,3265302,9.00270417,29441274.54027699
1678949100,3265302,3265574,3260183,3264164,6.25813766,20425390.87296077
1678949400,3264946,3267374,3261718,3266617,3.99562497,13046634.4892357
1678949700,3267260,3269174,3265178,3267000,3.88178361,12683516.08755031
1678950000,3267000,3282726,3265685,3279429,27.85365384,91234407.40123148
1678950300,3279206,3284500,3275758,3283935,7.25639383,23805028.86964667
1678950600,3282583,3289710,3280004,3288037,7.08312973,23260747.35196272
1678950900,3288239,3294134,3285164,3291482,12.53830522,41256270.56336387
1678951200,3290251,3290605,3280003,3280373,9.33109649,30649416.44769556
1678951500,3281604,3287854,3281604,3285384,4.86939182,15994269.36738046
1678951800,3285384,3292531,3285384,3292527,3.07417526,10111640.41922139
1678952100,3292500,3292500,3281898,3282911,12.15037376,39942246.88247452
1678952400,3283213,3289811,3280506,3289811,5.50407259,18080052.04831406
1678952700,3289650,3293265,3280077,3284125,22.15020483,72822026.58964348
1678953000,3284138,3287325,3282357,3286772,7.26149561,23852269.69873871
1678953300,3286689,3287378,3282950,3283465,2.10921152,6929831.55435147
1678953600,3283465,3290422,3283465,3290316,2.11109603,6939053.16537337
1678953900,3290317,3293000,3288751,3288991,5.56482569,18315935.88055227
1678954200,3288980,3298000,3288096,3298000,11.75737253,38707786.87544999
1678954500,3297999,3298602,3291304,3291358,9.01790287,29723436.3643384
1678954800,3290416,3291534,3281746,3288718,17.18946128,56504923.16139671
1678955100,3288929,3289666,3278357,3278357,9.23569726,30325940.49413742
1678955400,3278000,3284996,3278000,3280665,9.85515584,32340601.76143079
1678955700,3280669,3283902,3277666,3277666,6.64057316,21786043.05959801
1678956000,3277666,3285853,3277170,3285853,5.47349786,17967544.57913044
1678956300,3285566,3286800,3283979,3285795,4.42522956,14539805.13205791
1678956600,3285794,3285794,3282934,3283353,5.32519579,17488410.02707056
1678956900,3283353,3285410,3282871,3284903,2.14259452,7036028.72199849
1678957200,3284739,3285408,3280823,3283766,3.93943526,12931690.60300261
1678957500,3283004,3283607,3280234,3280852,5.76454292,18913026.23172112
1678957800,3280852,3281452,3264131,3264134,29.78834298,97400721.15447064
1678958100,3264134,3268668,3256812,3260201,17.11830917,55839419.69135121
1678958400,3259504,3264690,3255000,3255000,7.54644464,24604474.73474676
1678958700,3255651,3261690,3252253,3261690,8.18478151,26665091.57509317
1678959000,3261690,3269100,3261533,3269100,5.46908037,17857402.21772872
1678959300,3269100,3269930,3265884,3268290,6.71127732,21933818.17697942
1678959600,3268843,3278377,3268139,3273676,6.01203655,19690057.66202085
1678959900,3273676,3318201,3273676,3309268,73.75732652,243272398.8966812
1678960200,3309268,3317648,3284207,3296597,31.87761484,105124145.04148664
1678960500,3296600,3298111,3291003,3294044,9.88796863,32572911.8919195
1678960800,3294644,3296221,3291471,3292546,6.4461663,21233607.18468272
1678961100,3291677,3307999,3279651,3307999,26.62971746,87629604.31219374
1678961400,3308000,3308000,3296513,3302864,11.91671414,39342331.84814798
1678961700,3302867,3304991,3297949,3301907,5.00677295,16532974.290144
1678962000,3302000,3308464,3299089,3308464,7.70254817,25433739.8052356
1678962300,3308464,3313452,3305192,3308887,8.24336615,27283102.75684605
1678962600,3308403,3310391,3304941,3310391,4.91820374,16265689.38233561
1678962900,3309991,3331254,3309991,3327373,37.01817924,122988638.10592264
1678963200,3327373,3328642,3320456,3326108,16.84096834,55992166.6341664
1678963500,3324720,3330000,3323000,3325874,6.97902658,23221208.66280329
1678963800,3325000,3343382,3320730,3337557,20.64176757,68807209.88396569
1678964100,3337557,3337557,3325671,3327275,6.78831329,22610327.17741473
1678964400,3327274,3327693,3314916,3327693,11.65565278,38722809.82581985
1678964700,3327325,3327692,3316220,3318891,10.63966545,35354631.40287128
1678965000,3316960,3324291,3316959,3322190,4.41515879,14663824.79976932
1678965300,3320422,3322598,3309996,3309996,5.67045277,18812640.19265789
1678965600,3310000,3318291,3309915,3318000,1.85765537,6157111.31139694
1678965900,3318000,3320222,3315490,3315532,1.186765,3936891.33352457
1678966200,3315537,3319450,3313000,3314000,1.59638495,5293268.52268384
1678966500,3314795,3320916,3310005,3320915,4.75961663,15776825.07070046
1678966800,3320915,3321250,3300000,3309059,14.99504842,49577142.71187796
1678967100,3309068,3312068,3298349,3301597,7.03965674,23272062.84177284
1678967400,3301868,3311100,3301571,3308894,6.23779563,20624116.1140445
1678967700,3308513,3315876,3308513,3314337,7.84530347,25996222.10298792
1678968000,3313878,3313878,3306964,3308711,2.28376479,7559310.23655486
1678968300,3308531,3310841,3300000,3303386,6.13601309,20288657.7367363
1678968600,3303388,3305578,3291849,3294204,6.72098316,22167126.21346463
1678968900,3294204,3299853,3293000,3293074,9.80332084,32307133.72747659
1678969200,3293004,3299928,3289801,3298953,16.68243946,54987710.47828961
1678969500,3298949,3299000,3293003,3298225,22.95973459,75665622.95983769
1678969800,3297533,3313591,3297368,3311692,25.16459134,83135983.2799917
1678970100,3311696,3313591,3302064,3306715,22.42540576,74165339.81730509
1678970400,3305987,3306511,3295516,3303912,15.13466112,49955363.60083913
1678970700,3304832,3304832,3289743,3291689,13.5161126,44533084.32350737
1678971000,3291692,3294012,3283459,3289827,12.1037258,39803417.82056685
1678971300,3289830,3297323,3289827,3292627,6.83796085,22527540.7186731
1678971600,3292613,3292613,3282000,3287336,11.75511258,38627897.46010512
1678971900,3289459,3291942,3285648,3286002,2.05714429,6764413.01715947
1678972200,3286005,3295086,3285702,3294787,17.99517409,59253590.29857862
1678972500,3294787,3298779,3290478,3293761,11.46338094,37762429.06622486
1678972800,3292401,3294584,3263138,3264184,26.93900896,88386015.26161662
1678973100,3264360,3267864,3255555,3265528,36.21859259,118083091.30358902
1678973400,3265530,3276076,3263200,3274142,8.84366055,28921860.96741673
1678973700,3275468,3277422,3263140,3269765,22.00793415,72014616.49418221
1678974000,3269767,3284284,3269137,3281521,13.20321873,43282578.53945616
1678974300,3281521,3289767,3279034,3289556,6.56430706,21563139.52596019
1678974600,3288120,3291988,3274266,3277260,16.85961829,55276243.80484093
1678974900,3276691,3297236,3274146,3291898,19.46946665,64034579.6010905
1678975200,3290867,3305076,3290000,3302775,17.66918103,58310023.16303122
1678975500,3302779,3304792,3297037,3297280,8.01170524,26445506.3494522
1678975800,3297206,3297206,3286472,3287465,15.52395163,51090660.30571799
1678976100,3287462,3291850,3284464,3287607,3.96808555,13044831.20197632
1678976400,3288562,3290000,3279877,3283001,6.32856009,20784577.81862037
1678976700,3282042,3297760,3280428,3294458,15.85808621,52220098.6998467
1678977000,3293566,3299900,3292932,3298860,8.86429093,29219165.20747158
1678977300,3298860,3310000,3295000,3296682,15.50194028,51177874.08320873
1678977600,3298499,3298588,3293498,3295836,2.38330223,7855540.63580727
1678977900,3295858,3304809,3295858,3300000,6.80718376,22459771.25145224
1678978200,3299932,3321000,3298207,3320000,17.56288472,58149463.40182558
1678978500,3320000,3327000,3310595,3327000,27.54954232,91438388.2397948
1678978800,3327037,3329999,3311000,3311069,15.99599044,53108588.33137181
1678979100,3311069,3315032,3298209,3303001,12.60354734,41666846.46680957
1678979400,3301509,3313961,3300128,3305693,16.73976419,55416313.74069346
1678979700,3305725,3308107,3297593,3305095,12.50077592,41272281.54875986
1678980000,3305092,3313229,3305092,3305521,9.20390806,30480247.13248342
1678980300,3306000,3311346,3303238,3309379,3.43502212,11360761.35079618
1678980600,3310015,3318488,3310015,3311736,8.07379261,26766763.35623702
1678980900,3313673,3314368,3306086,3310241,3.95600828,13091188.7364028
1678981200,3310262,3319755,3310262,3318711,2.66749933,8847455.21708017
1678981500,3318714,3328558,3318711,3325297,6.24882154,20777319.91441406
1678981800,3324501,3327298,3317507,3326289,8.52659506,28316359.5723913
1678982100,3326286,3327877,3321265,3323585,3.9611587,13166827.48848516
1678982400,3324976,3326299,3319015,3325579,5.11366301,17000279.59784864
1678982700,3325579,3327000,3317742,3319511,14.66149203,48717690.05741352
1678983000,3318975,3323165,3315244,3315931,23.7539276,78843867.38755646
1678983300,3315958,3315958,3309904,3312542,24.25335165,80356696.35188828
1678983600,3312001,3315256,3311451,3315256,12.00024749,39765595.96748091
1678983900,3315262,3315918,3307001,3312329,20.28964367,67200970.06662025
1678984200,3311973,3315480,3311279,3311279,16.47957968,54607555.44989722
1678984500,3311429,3312517,3301274,3304000,19.3990411,64130145.80955673
1678984800,3303996,3304777,3298048,3304179,12.96889786,42790362.24508048
1678985100,3304179,3306714,3302921,3303565,4.27557171,14129638.65882539
1678985400,3302021,3309437,3301491,3309311,3.80238388,12569768.95109602
1678985700,3309437,3326000,3309312,3316015,9.63414126,31981198.72325244
1678986000,3315685,3319262,3315225,3319262,0.8623454,2860229.4366789
1678986300,3319262,3320030,3316060,3320030,2.17811404,7228598.2476074
1678986600,3321228,3322825,3317294,3317932,0.56924735,1889284.65299485
1678986900,3317963,3317966,3311000,3311000,1.40809674,4667629.3249538
1678987200,3311723,3311723,3298988,3307469,3.63207127,11997507.27717879
1678987500,3307352,3315750,3307196,3315750,2.2410424,7418738.08738114
1678987800,3315531,3316934,3310175,3311408,8.56331675,28391722.7063675
1678988100,3311212,3314812,3311068,3313208,2.51298055,8324866.87392184
1678988400,3313147,3316748,3312711,3314770,6.80823771,22572382.3899434
1678988700,3314770,3314937,3310406,3314937,15.51330146,51403266.52448046
1678989000,3314937,3315786,3312697,3312697,3.79494612,12576924.22303774
1678989300,3312697,3313009,3305447,3309420,18.76526615,62092093.71016989
1678989600,3309420,3313099,3308929,3308929,6.60359323,21861994.21180348
1678989900,3309433,3309450,3300522,3307204,18.8581298,62320394.186854
1678990200,3306561,3309471,3302622,3309471,2.35932593,7796874.7313251
1678990500,3309709,3309709,3305232,3305232,0.735,2429980.259
1678990800,3304561,3308656,3302341,3308656,2.00777121,6634403.00697153
1678991100,3307385,3311216,3307385,3310473,0.3206036,1060866.6135186
1678991400,3310611,3311522,3309949,3310845,0.20425595,676227.41776275
1678991700,3312438,3312545,3308306,3308306,2.44910746,8106024.16546032
1678992000,3308806,3311949,3308806,3311949,0.16911784,559820.86225864
1678992300,3311829,3311915,3308169,3310215,1.6621243,5500459.090787
1678992600,3309382,3309382,3302270,3303004,0.74578251,2465943.18320094
1678992900,3303007,3304299,3302604,3304144,0.81491907,2692355.68728233
1678993200,3305558,3324825,3305103,3321930,13.14910053,43650984.71556457
1678994100,3325552,3328836,3325020,3328693,11.36624118,37812178.04158944
1678994400,3328159,3341364,3324871,3338001,29.33601752,97785785.39413282
1678994700,3338001,3363660,3337502,3363660,48.05729026,161003639.8736868
1678995000,3363660,3364000,3337765,3342886,35.00561486,117443776.43646535
1678995300,3343699,3347344,3329390,3333626,12.02951344,40153732.84130828
1678995600,3333963,3336918,3329450,3333050,4.85597771,16191755.26248455
1678995900,3332964,3344627,3332964,3344627,2.2204496,7412571.09994166
1678996200,3340272,3344627,3331822,3337429,4.185505,13967521.05833
1678996500,3338709,3340842,3334095,3334095,0.49210078,1643011.00067009
1678996800,3330579,3343018,3329333,3340181,2.24855717,7498105.63920373
1678997100,3338630,3338630,3328080,3335913,1.91934527,6399747.21479416
1678997400,3336562,3338168,3334486,3337379,0.94964947,3167306.20706804
1678997700,3338078,3339438,3337220,3337284,0.80441801,2685214.9854417
1678998000,3337908,3338833,3336499,3336831,0.47089775,1571732.72050891
1678998300,3336780,3339180,3335562,3336499,4.18309899,13961262.52007867
1678998600,3336502,3344803,3336502,3341572,9.16119224,30609942.21796501
1678998900,3341760,3344000,3338788,3340948,6.48759396,21673218.09912219
1678999200,3339428,3342695,3339261,3340681,0.52045123,1738569.27591053
1678999500,3341833,3344555,3339899,3340887,2.312,7726334.75035711
1678999800,3339713,3341284,3322519,3330657,50.11386191,166919761.9130355
1679000100,3330535,3333289,3312151,3313858,20.35901301,67742820.05815656
1679000400,3313858,3320227,3304753,3312654,7.20071672,23848621.10651021
1679000700,3313352,3321495,3307182,3321495,8.84126058,29308758.49721305
1679001000,3320000,3324495,3318672,3321000,2.81484702,9350803.90001498
1679001300,3321000,3323190,3319897,3322020,1.76938772,5877171.31441736
1679001600,3322020,3327109,3322020,3327109,1.6213,5389607.46507884
1679001900,3326487,3328075,3320723,3328075,0.76547365,2545068.34453246
1679002200,3328075,3332926,3327373,3330104,4.65471345,15497624.6433949
1679002500,3330197,3331483,3323372,3325025,5.73312113,19071619.13156522
1679002800,3326496,3326638,3320007,3322024,1.22542342,4072313.48406054
1679003100,3321400,3354400,3321400,3354400,32.38834808,108266961.00295857
1679003400,3355000,3358999,3334279,3334279,31.29201567,104650136.66059063
1679003700,3333333,3340268,3330000,3338796,4.36747792,14565564.09387816
1679004000,3339210,3341829,3334264,3337180,5.70478959,19043634.60361941
1679004300,3337180,3339007,3331642,3333363,3.95881603,13202170.47473629
1679004600,3334824,3335826,3328211,3328883,4.14367061,13807901.92261268
1679004900,3327884,3335873,3327884,3335873,3.83809381,12792649.37523172
1679005200,3335869,3344000,3335647,3343358,5.07216938,16944354.50277579
1679005500,3343888,3343888,3335857,3339250,6.45521414,21554020.66920797
1679005800,3338250,3339606,3333061,3333388,5.15417795,17184901.80166496
1679006100,3333388,3336879,3330358,3333158,2.5221845,8409214.90392999
1679006400,3334799,3336633,3333552,3335829,1.68514451,5620970.96211414
1679006700,3334228,3337104,3333890,3335196,0.60010063,2001536.62360656
1679007000,3335187,3340977,3334125,3338210,4.16925827,13918557.96306038
1679007300,3338141,3342134,3337513,3339745,2.77507005,9267482.24935231
1679007600,3339389,3345279,3338243,3343815,4.17338843,13948699.92770531
1679007900,3345000,3348166,3336485,3338097,4.70161879,15710325.6989173
1679008200,3337646,3345071,3336459,3342101,1.2847382,4292446.86434465
1679008500,3343954,3345412,3340947,3341003,3.73472786,12484978.89343231
1679008800,3342039,3342057,3335123,3341261,2.02379201,6758008.78518312
1679009100,3341262,3342054,3335379,3337115,4.35280358,14527570.41427071
1679009400,3336115,3340621,3334280,3338383,2.30847462,7705653.03521754
1679009700,3339531,3345999,3338236,3343739,6.90602859,23084634.22887058
1679010000,3343739,3348000,3341722,3345203,5.69826426,19064566.73723655
1679010300,3343590,3352493,3341754,3347331,5.34560424,17898510.66156752
1679010600,3347331,3347725,3340337,3343643,1.96873063,6583250.34283872
1679010900,3343637,3346113,3341000,3343593,3.9265677,13132358.39493793
1679011200,3344329,3345265,3341870,3344269,2.37963305,7956355.03462551
1679011500,3344269,3345132,3340354,3345132,5.30404027,17729795.90491595
1679011800,3345685,3348197,3341627,3344016,10.39439448,34782121.68531185
1679012100,3343473,3343969,3341292,3343671,5.26311533,17590156.30817662
1679012400,3342557,3342557,3339350,3341892,10.50272251,35087787.06071961
1679012700,3342406,3344858,3341880,3344315,3.67244888,12281715.91318674
1679013000,3344816,3346823,3340543,3340543,10.77608679,36031370.87282072
1679013300,3340791,3340988,3337283,3339798,11.69747833,39056776.47269764
1679013600,3339082,3339449,3335093,3336710,4.35727499,14540498.52934537
